archive_id,object_id,change_date,new_price
932,374,2024-03-04,42310256
933,374,2025-01-25,45350108
934,375,2020-12-01,32182884
935,375,2019-04-06,34645869
936,376,2017-01-09,23329589
937,376,2017-07-10,24876018
938,377,2017-08-15,23320836
939,377,2021-05-03,19949604
940,378,2017-11-30,11526519
941,378,2021-03-17,10616513
942,378,2021-01-22,14117165
943,379,2018-10-17,11217588
944,379,2020-11-07,10242400
945,379,2023-02-23,7336202
946,380,2016-09-16,11082675
947,380,2024-07-25,9861096
948,380,2020-04-06,10042823
949,381,2024-10-12,8513177
950,381,2019-05-11,9951172
951,381,2020-09-01,9181607
952,382,2025-07-18,41439573
953,382,2023-09-03,39115670
954,383,2017-08-16,38211243
955,383,2022-06-30,39212996
956,383,2026-04-27,42639713
957,384,2022-09-27,45842452
958,384,2019-05-12,46420429
959,384,2025-04-19,48765568
960,385,2021-12-14,28127620
961,385,2021-02-13,32638622
962,386,2024-03-31,1604995
963,386,2021-12-24,1674473
964,386,2024-06-23,4358173
965,387,2023-11-27,24578633
966,387,2020-02-07,23313523
967,388,2024-10-21,4318905
968,388,2025-01-16,7546287
969,388,2019-05-17,4718500
970,389,2020-05-18,19963414
971,389,2016-12-17,18829594
972,390,2022-04-04,5679098
973,390,2021-10-27,7435152
974,391,2024-12-17,24974234
975,391,2024-08-08,20706885
976,391,2026-04-02,25053896
977,392,2024-06-15,14456637
978,392,2025-07-27,12928556
979,393,2020-01-11,10281832
980,393,2023-02-09,11141029
981,393,2024-01-08,13351984
982,394,2023-11-13,19760162
983,394,2016-09-28,21244970
984,395,2024-06-14,6316897
985,395,2021-10-11,9387822
986,396,2018-03-03,6607429
987,396,2017-02-27,3466807
988,396,2022-10-01,7541679
989,397,2026-06-15,40005618
990,397,2020-03-10,39666452
991,398,2021-02-09,4738757
992,398,2025-08-01,9641946
993,399,2018-03-26,16583715
994,399,2021-11-09,17793660
995,399,2016-07-19,18150862
996,400,2021-04-01,27246599
997,400,2020-05-20,29419061
998,400,2026-03-02,29582231
999,401,2017-06-02,39034479
1000,401,2020-06-29,40466820
1001,401,2022-04-10,43388530
1002,402,2023-11-07,9941226
1003,402,2016-11-26,13112207
1004,403,2018-09-28,32855796
1005,403,2025-07-02,31928189
1006,403,2022-07-10,34100118
1007,404,2025-11-09,5463847
1008,404,2023-06-12,4358101
1009,404,2022-12-28,4888426
1010,405,2023-09-18,9266669
1011,405,2016-09-23,6771452
1012,405,2023-08-09,8038904
1013,406,2020-01-27,7689603
1014,406,2022-07-20,6388314
1015,406,2021-09-13,11915887
1016,407,2024-06-08,22203262
1017,407,2023-02-26,21285580
1018,407,2016-10-06,22759442
1019,408,2024-09-28,29501662
1020,408,2022-01-11,30427622
1021,408,2017-11-12,32020286
1022,409,2019-05-23,4233894
1023,409,2017-12-15,1643823
1024,409,2017-06-10,4998529
1025,410,2017-12-24,3191866
1026,410,2024-12-26,6673886
1027,410,2021-06-03,8208183
1028,411,2018-09-04,18757979
1029,411,2023-02-05,19509272
1030,412,2019-04-14,7778338
1031,412,2018-10-19,5174876
1032,412,2022-12-07,8662263
1033,413,2021-10-05,4673153
1034,413,2021-05-02,2791790
1035,413,2018-03-28,7027397
1036,414,2025-06-05,49730448
1037,414,2016-11-14,47199036
1038,415,2018-09-11,47437429
1039,415,2021-03-11,44594163
1040,416,2022-05-07,40736290
1041,416,2026-05-20,42082077
1042,417,2021-06-19,22283200
1043,417,2017-07-05,18253232
1044,418,2025-01-03,7666878
1045,418,2022-05-30,5782493
1046,419,2020-06-15,34987046
1047,419,2021-12-11,36492275
1048,420,2023-05-15,17460424
1049,420,2022-10-29,22668776
1050,420,2020-07-24,19752678
1051,421,2022-03-13,9552964
1052,421,2019-02-25,9650792
1053,422,2021-03-05,13816551
1054,422,2020-08-17,14530012
1055,423,2024-06-24,20593027
1056,423,2024-03-07,24014513
1057,423,2022-02-06,19672256
1058,424,2017-02-13,43443585
1059,424,2024-01-31,41157259
1060,424,2023-07-29,41097774
1061,425,2022-08-22,14021499
1062,425,2021-12-18,14752490
1063,426,2024-04-11,42770527
1064,426,2020-04-10,41203534
1065,427,2024-09-26,38299957
1066,427,2020-10-04,39297982
1067,427,2026-01-01,40592874
1068,428,2022-06-22,12937627
1069,428,2019-02-08,15367649
1070,428,2022-02-03,13546903
1071,429,2017-10-07,7153553
1072,429,2019-05-17,8762917
1073,429,2019-05-17,5944991
1074,430,2022-02-07,11405148
1075,430,2025-11-04,10033662
1076,430,2021-05-31,13832371
1077,431,2023-08-10,31128898
1078,431,2024-04-06,35217398
1079,432,2017-05-07,32699709
1080,432,2017-11-15,30509462
1081,433,2024-11-02,8290329
1082,433,2021-12-30,8912011
1083,433,2019-05-13,6572914
1084,434,2019-02-27,1862313
1085,434,2024-08-23,3788514
1086,435,2019-06-15,33567377
1087,435,2021-02-17,31133676
1088,436,2026-01-16,7531450
1089,436,2023-10-04,8965210
1090,436,2022-01-18,6492515
1091,437,2019-03-26,15173408
1092,437,2020-01-11,14075270
1093,438,2023-03-27,43381278
1094,438,2024-12-01,44776389
1095,439,2020-10-22,7948211
1096,439,2026-06-03,8241295
1097,439,2026-01-23,6314869
1098,440,2017-05-15,37270919
1099,440,2018-11-22,35211649
1100,440,2017-07-01,37251534
1101,441,2020-04-14,48551655
1102,441,2025-04-08,49746527
1103,442,2022-04-01,32693520
1104,442,2021-01-19,34556998
1105,442,2017-02-13,33673722
1106,443,2023-12-02,28093537
1107,443,2016-06-27,29713654
1108,443,2017-06-22,30749560
1109,444,2026-01-02,23967559
1110,444,2020-12-07,24203320
1111,444,2017-12-31,23413478
1112,445,2022-04-20,30047651
1113,445,2026-03-06,27825474
1114,446,2017-11-14,33556896
1115,446,2018-08-31,35707195
1116,446,2021-04-14,33887587
1117,447,2018-11-30,40383710
1118,447,2023-07-13,39312808
1119,448,2026-01-27,34124616
1120,448,2021-11-30,32197776
1121,448,2024-06-19,31881275
1122,449,2021-12-02,16392028
1123,449,2020-03-28,20338646
1124,449,2025-09-19,18544351
1125,450,2022-04-09,18188403
1126,450,2017-08-25,16427478
1127,451,2019-11-27,31353791
1128,451,2024-09-03,33166157
1129,452,2022-11-08,19720321
1130,452,2020-09-07,22865150
1131,453,2022-02-24,20508483
1132,453,2019-03-19,21942745
1133,454,2021-04-23,12170135
1134,454,2023-07-28,12520231
1135,455,2017-09-01,17869745
1136,455,2021-10-14,21587786
1137,456,2018-09-13,17767255
1138,456,2023-11-12,19278607
1139,457,2019-04-29,17745883
1140,457,2016-11-04,16466042
1141,458,2021-01-31,41885705
1142,458,2017-06-27,46801945
1143,459,2025-03-03,9397712
1144,459,2022-07-01,9882044
1145,459,2018-11-13,11321058
1146,460,2016-11-08,8576566
1147,460,2023-03-30,8964319
1148,460,2020-08-29,11111001
1149,461,2019-12-14,19161589
1150,461,2020-12-15,15913235
1151,462,2023-05-29,29782381
1152,462,2017-10-08,29545409
1153,463,2017-08-24,16996541
1154,463,2025-06-10,15387185
1155,464,2024-12-12,35079910
1156,464,2025-05-31,33579885
1157,464,2024-11-29,32694704
1158,465,2019-09-08,31108518
1159,465,2024-02-09,32162098
1160,466,2018-12-03,2970714
1161,466,2025-05-05,4949634
1162,466,2019-07-12,4068828
1163,467,2022-12-24,28639014
1164,467,2022-06-01,25335353
1165,468,2019-09-06,15364239
1166,468,2020-03-10,11191064
1167,468,2025-02-09,11658232
1168,469,2017-03-04,21415649
1169,469,2021-05-09,25365581
1170,469,2018-03-20,21742924
1171,470,2017-08-05,35835929
1172,470,2024-08-27,34790658
1173,470,2017-12-02,37742298
1174,471,2023-01-06,30688766
1175,471,2017-04-17,29621304
1176,472,2020-08-23,2261285
1177,472,2019-12-01,5678702
1178,473,2020-05-29,46951803
1179,473,2017-07-07,46701705
1180,473,2025-01-21,45627757
1181,474,2022-10-31,21578828
1182,474,2021-06-09,23734175
1183,474,2021-04-05,25354255
1184,475,2017-12-13,37904323
1185,475,2025-06-22,41582298
1186,476,2021-08-07,44085624
1187,476,2020-09-21,42714440
1188,476,2023-08-12,46384839
1189,477,2023-10-15,23315724
1190,477,2017-05-24,23378832
1191,478,2019-07-20,45748519
1192,478,2016-09-28,43606547
1193,479,2019-11-11,42819393
1194,479,2017-12-15,44825906
1195,479,2020-04-04,45902821
1196,480,2024-06-28,10665856
1197,480,2025-11-20,12307735
1198,481,2025-08-31,27419731
1199,481,2017-04-17,27651938
1200,481,2019-03-02,31667965
1201,482,2017-08-11,10765844
1202,482,2017-01-03,11165838
1203,483,2026-05-07,18408921
1204,483,2020-07-24,16450704
1205,483,2023-07-17,17864576
1206,484,2024-09-24,31692642
1207,484,2023-07-03,32186430
1208,484,2024-12-15,36485326
1209,485,2024-04-04,36918617
1210,485,2024-05-12,40024942
1211,485,2024-03-18,37811657
1212,486,2020-07-23,38948560
1213,486,2023-07-21,39297897
1214,486,2022-04-17,40107482
1215,487,2024-03-26,11361377
1216,487,2022-11-23,14624816
1217,488,2021-10-07,7646262
1218,488,2022-07-19,10254337
1219,488,2022-05-28,9091389
1220,489,2021-07-22,36456365
1221,489,2022-02-06,37190641
1222,489,2017-06-18,39088356
1223,490,2020-01-05,45012594
1224,490,2020-09-23,43473794
1225,490,2025-01-19,44454330
1226,491,2018-05-11,27472948
1227,491,2022-02-06,30879700
1228,491,2020-09-23,32390901
1229,492,2019-11-29,45103916
1230,492,2022-07-26,46784348
1231,492,2018-05-12,48384699
1232,493,2018-04-23,46398624
1233,493,2017-05-01,44618127
1234,494,2018-11-07,8957144
1235,494,2022-12-20,9378814
1236,495,2019-12-13,9838096
1237,495,2026-03-29,8246234
1238,495,2021-11-01,8073386
1239,496,2022-10-17,27585888
1240,496,2019-12-20,29552517
1241,496,2020-06-21,30847866
1242,497,2017-04-24,27370545
1243,497,2025-08-13,28365315
1244,497,2018-10-10,27203331
1245,498,2019-09-28,37073737
1246,498,2020-09-19,35769210
1247,498,2019-09-06,38637099
1248,499,2017-11-15,1441371
1249,499,2019-12-22,4780246
1250,499,2022-09-08,5932746
1251,500,2017-08-29,37745695
1252,500,2021-10-08,37519325
1253,500,2025-04-27,38109874
1254,501,2021-10-30,26824797
1255,501,2022-03-13,26017102
1256,501,2016-12-16,26854057
1257,502,2024-05-17,19025507
1258,502,2016-11-10,23653770
1259,502,2018-11-29,25204338
1260,503,2022-11-17,2537015
1261,503,2020-09-24,3964139
1262,503,2016-10-07,7023355
1263,504,2023-10-29,6439736
1264,504,2018-10-31,5011029
1265,504,2023-08-30,6700321
1266,505,2016-09-18,4344499
1267,505,2023-01-12,4553016
1268,505,2023-12-17,8167617
1269,506,2021-04-05,45258182
1270,506,2018-04-12,45951411
1271,507,2021-11-30,40800120
1272,507,2018-07-28,36447253
1273,508,2021-07-11,23739734
1274,508,2021-09-03,29128934
1275,509,2025-02-05,8146151
1276,509,2024-08-06,6286329
1277,510,2023-11-28,17524249
1278,510,2019-02-23,20919027
1279,511,2018-04-20,44368884
1280,511,2023-08-15,49872385
1281,511,2021-05-01,50378631
1282,512,2026-01-16,12342838
1283,512,2020-08-20,11790203
1284,512,2020-10-23,13444397
1285,513,2018-10-13,28597420
1286,513,2024-03-07,28338683
1287,514,2026-04-28,23719420
1288,514,2024-03-10,25090673
1289,515,2020-09-17,30471440
1290,515,2017-05-26,31030219
1291,515,2019-06-09,31678561
1292,516,2026-05-24,49326072
1293,516,2021-04-08,49105001
1294,516,2017-05-21,44819462
1295,517,2023-11-27,14044645
1296,517,2026-02-11,11934461
1297,518,2022-01-15,20371457
1298,518,2024-08-09,20291021
1299,518,2019-05-07,22816604
1300,519,2022-05-04,41634702
1301,519,2019-04-30,38671062
1302,519,2017-01-16,42312630
1303,520,2019-02-26,34054139
1304,520,2020-05-14,36054301
1305,521,2022-08-14,17066117
1306,521,2025-02-06,20639751
1307,522,2019-12-25,35015995
1308,522,2024-03-12,36941837
1309,522,2024-05-02,36901934
1310,523,2018-05-16,11218942
1311,523,2019-03-18,13106213
1312,523,2022-11-03,11587125
1313,524,2025-10-06,14551177
1314,524,2019-07-20,19524088
1315,525,2025-08-10,44377413
1316,525,2020-12-21,47998331
1317,526,2025-07-02,37833347
1318,526,2025-12-27,40511590
1319,526,2017-11-29,37601401
1320,527,2021-07-31,15897203
1321,527,2022-07-27,17820493
1322,528,2017-11-16,45137797
1323,528,2023-01-03,46915635
1324,528,2022-02-25,47634863
1325,529,2026-05-19,11340706
1326,529,2017-08-13,7943445
1327,530,2026-05-29,18152201
1328,530,2021-03-04,18911467
1329,530,2021-10-22,15063644
1330,531,2023-03-03,37300664
1331,531,2021-06-17,41671696
1332,532,2021-07-20,22020926
1333,532,2023-10-31,24325603
1334,533,2020-10-01,41411452
1335,533,2021-12-10,44550126
1336,533,2018-12-06,44981116
1337,534,2020-07-11,30494599
1338,534,2026-05-30,30680169
1339,535,2016-07-28,21252381
1340,535,2016-12-26,17363626
1341,536,2020-11-10,12603942
1342,536,2017-09-15,15461809
1343,537,2022-10-10,7003775
1344,537,2019-05-13,6129556
1345,538,2021-08-18,9365284
1346,538,2019-02-17,9036602
1347,538,2025-06-05,10568856
1348,539,2022-11-12,10998637
1349,539,2024-11-26,10401818
1350,539,2025-08-19,11372719
1351,540,2022-09-10,19568592
1352,540,2022-02-03,15890777
1353,540,2020-10-27,20768676
1354,541,2024-11-14,33124972
1355,541,2016-08-19,36260838
1356,542,2017-08-25,40680516
1357,542,2025-01-05,44717803
1358,542,2024-06-20,41791877
1359,543,2024-10-10,30080609
1360,543,2022-05-16,31802339
1361,543,2017-03-28,28457024
1362,544,2018-08-07,37136429
1363,544,2021-08-06,39895312
1364,545,2022-11-12,19186735
1365,545,2024-02-26,16210529
1366,545,2017-03-19,19041388
1367,546,2020-05-11,13124027
1368,546,2023-09-05,15200069
1369,547,2024-10-23,14067521
1370,547,2018-11-29,18924369
1371,548,2022-04-27,11510154
1372,548,2017-03-25,12453635
1373,548,2018-08-27,9368769
1374,549,2025-01-14,11880654
1375,549,2016-12-12,9623023
1376,549,2017-06-13,9678334
1377,550,2021-09-27,4843094
1378,550,2017-10-11,6979039
1379,550,2024-04-28,3111329
1380,551,2024-09-12,41441867
1381,551,2017-01-09,44700372
1382,551,2024-11-24,42813142
1383,552,2020-07-30,31654129
1384,552,2021-01-23,29686551
1385,553,2023-09-04,38981150
1386,553,2017-03-15,38660027
1387,553,2020-09-11,40658094
1388,554,2018-04-10,22589771
1389,554,2023-07-06,26877208
1390,555,2018-02-19,40446953
1391,555,2020-03-29,40178706
1392,555,2021-07-18,38639484
1393,556,2016-09-08,28519641
1394,556,2024-10-06,28975368
1395,556,2026-06-20,27435979
1396,557,2018-08-23,14291651
1397,557,2017-12-19,15376498
1398,558,2023-01-11,43779493
1399,558,2021-01-13,46905698
1400,558,2022-06-06,45071621
1401,559,2024-08-30,44983768
1402,559,2021-12-23,48862221
1403,560,2019-06-29,37964189
1404,560,2024-10-09,38862547
1405,561,2022-05-07,24966936
1406,561,2021-05-20,27024736
1407,562,2019-07-10,8735659
1408,562,2025-01-10,8879211
1409,563,2019-11-24,9150422
1410,563,2018-08-10,13647268
1411,564,2026-01-10,5967805
1412,564,2023-04-10,9317355
1413,564,2024-10-22,6343541
1414,565,2025-01-06,41871484
1415,565,2022-03-26,37316350
1416,565,2018-01-04,43072310
1417,566,2022-07-07,46211996
1418,566,2017-05-12,43579356
1419,566,2023-09-01,45327293
1420,567,2023-02-17,45354882
1421,567,2025-05-03,47166050
1422,567,2025-02-12,46675643
1423,568,2017-09-01,37563716
1424,568,2022-05-21,36155570
1425,568,2022-07-29,35765260
1426,569,2024-06-08,32174975
1427,569,2018-05-05,30809369
1428,569,2022-01-02,34421315
1429,570,2022-09-05,44826666
1430,570,2023-07-20,44585270
1431,571,2023-07-23,36706679
1432,571,2017-11-07,38162552
1433,571,2023-08-23,40073977
1434,572,2023-07-12,16793698
1435,572,2025-12-29,13821745
1436,572,2026-05-19,17064943
1437,573,2021-08-08,38462301
1438,573,2017-03-17,37596097
1439,574,2026-02-04,14913144
1440,574,2020-07-19,11888610
1441,575,2023-08-18,26811169
1442,575,2020-07-15,23595113
1443,575,2023-01-28,23498916
1444,576,2020-09-27,29354924
1445,576,2023-05-28,31013220
1446,577,2016-09-17,39149646
1447,577,2022-04-14,41416475
1448,577,2026-02-23,41984876
1449,578,2022-10-11,17427600
1450,578,2021-10-22,18541482
1451,578,2018-07-04,20255969
1452,579,2023-07-04,28572478
1453,579,2018-06-16,28978998
1454,579,2017-09-10,33718148
1455,580,2020-03-14,39936480
1456,580,2019-12-30,39031385
1457,580,2026-06-17,43184039
1458,581,2022-02-27,30034651
1459,581,2023-07-16,30088845
1460,582,2019-09-02,13231265
1461,582,2019-08-30,16331457
1462,583,2018-09-18,32880568
1463,583,2020-11-28,29425792
1464,584,2022-10-17,9547836
1465,584,2017-09-28,11077189
1466,584,2025-02-28,11834249
1467,585,2019-01-01,27435904
1468,585,2022-10-27,32740021
1469,585,2023-03-11,32869777
1470,586,2023-05-07,33596364
1471,586,2017-08-14,32386808
1472,586,2018-08-30,33081139
1473,587,2017-11-10,25711547
1474,587,2018-12-12,22410226
1475,587,2023-10-13,21870348
1476,588,2026-02-16,34826506
1477,588,2024-02-23,30217480
1478,589,2021-10-12,14538305
1479,589,2025-12-19,15827485
1480,589,2023-01-26,17944576
1481,590,2026-05-03,14293405
1482,590,2024-09-28,13311714
1483,590,2025-11-20,14151966
1484,591,2021-08-25,2271000
1485,591,2025-05-31,4835467
1486,592,2024-09-01,12939004
1487,592,2026-03-10,13984716
1488,592,2025-02-08,14998061
1489,593,2023-06-03,7607881
1490,593,2019-11-05,10388973
1491,594,2017-12-03,33346726
1492,594,2026-03-14,34904122
1493,595,2023-09-13,11273123
1494,595,2020-04-16,13021129
1495,596,2017-06-20,16379876
1496,596,2022-05-21,13782662
1497,596,2019-03-25,15806243
1498,597,2024-11-20,20939949
1499,597,2017-05-04,22838470
1500,597,2020-11-22,23840411
1501,598,2019-12-16,9046839
1502,598,2023-02-01,8941631
1503,598,2026-03-08,9745352
1504,599,2019-08-04,26733729
1505,599,2019-07-18,31118583
1506,600,2022-05-21,34933350
1507,600,2026-01-21,36185909
1508,601,2017-10-23,47340004
1509,601,2023-08-26,50198648
1510,601,2020-09-25,48320331
1511,602,2018-09-27,45439304
1512,602,2020-06-21,48196058
1513,603,2016-07-18,9724847
1514,603,2018-07-10,8334465
1515,603,2018-10-03,9899463
1516,604,2024-09-07,2667166
1517,604,2021-04-06,4851657
1518,604,2023-05-15,3038489
1519,605,2026-06-13,21612804
1520,605,2016-08-23,22154781
1521,606,2018-05-10,34466946
1522,606,2024-10-09,38051022
1523,606,2023-02-12,36156560
1524,607,2019-12-10,25111731
1525,607,2018-04-23,24094007
1526,608,2018-01-05,20987742
1527,608,2026-03-08,21517846
1528,609,2025-01-07,30129714
1529,609,2023-09-16,31358897
1530,610,2020-08-14,13986683
1531,610,2024-05-30,12144367
1532,611,2016-10-05,40635532
1533,611,2025-05-23,41833654
1534,611,2022-08-24,40508909
1535,612,2022-05-11,10061221
1536,612,2020-04-27,10514179
1537,613,2023-01-29,22199516
1538,613,2016-07-19,24873044
1539,613,2023-08-15,25151121
1540,614,2019-01-09,37112801
1541,614,2019-06-06,40069023
1542,615,2019-10-02,35124738
1543,615,2016-09-05,35692645
1544,615,2023-07-03,40208358
1545,616,2019-09-06,9373614
1546,616,2022-05-26,11957007
1547,617,2023-07-28,7725285
1548,617,2024-06-23,9462643
1549,617,2019-12-24,12135286
1550,618,2022-06-23,17760012
1551,618,2024-10-24,12797155
1552,618,2024-03-17,17883820
1553,619,2022-10-31,7911203
1554,619,2023-02-19,11676557
1555,619,2021-05-24,13437284
1556,620,2019-04-20,22293745
1557,620,2025-05-02,25469019
1558,620,2021-09-26,23082687
1559,621,2017-07-30,14171094
1560,621,2016-07-03,16394405
1561,622,2021-07-17,18005645
1562,622,2016-08-13,20099716
1563,623,2017-01-27,5212283
1564,623,2020-03-01,2398957
1565,624,2019-03-09,6191357
1566,624,2024-06-12,8887573
1567,625,2019-12-06,5004519
1568,625,2016-10-14,4395953
1569,625,2020-03-07,5932302
1570,626,2018-08-23,9858177
1571,626,2021-09-21,9644938
1572,627,2025-05-20,32467857
1573,627,2019-06-08,29441260
1574,627,2024-01-13,29639161
1575,628,2021-08-27,45266492
1576,628,2022-12-15,40923985
1577,628,2019-12-30,44334406
1578,629,2021-12-31,19167712
1579,629,2018-08-22,16138755
1580,630,2020-05-16,19961282
1581,630,2022-04-14,22461231
1582,631,2023-07-03,14837969
1583,631,2017-11-06,16634450
1584,632,2018-06-12,3649593
1585,632,2025-12-11,8793246
1586,633,2025-03-26,7023665
1587,633,2019-01-17,8706036
1588,634,2016-09-09,16906766
1589,634,2020-08-08,16582185
1590,634,2025-08-29,17947619
1591,635,2016-07-12,26924766
1592,635,2023-10-11,29221951
1593,636,2026-05-21,13665521
1594,636,2022-01-29,17507385
1595,637,2025-01-27,31006651
1596,637,2023-07-02,30138515
1597,637,2018-11-01,31959111
1598,638,2017-08-12,23524731
1599,638,2026-01-14,25478159
1600,638,2022-03-03,22355110
1601,639,2019-11-15,44463034
1602,639,2017-07-25,44321072
1603,639,2018-03-23,43266713
1604,640,2018-01-26,43138957
1605,640,2019-04-04,44175090
1606,641,2025-01-08,47697808
1607,641,2017-10-23,46515083
1608,641,2024-05-30,49676391
1609,642,2024-09-18,18117842
1610,642,2016-12-25,15442975
1611,642,2020-01-12,17365307
1612,643,2023-02-17,24944696
1613,643,2023-09-08,27348850
1614,644,2023-01-08,39320000
1615,644,2023-03-01,43237054
1616,644,2020-05-12,43317469
1617,645,2023-02-23,22893318
1618,645,2021-08-22,18672009
1619,645,2024-08-22,22407846
1620,646,2019-06-15,10298034
1621,646,2025-02-06,11756689
1622,646,2017-09-22,11077695
1623,647,2020-08-30,14107831
1624,647,2019-03-03,14521923
1625,647,2023-07-09,16455649
1626,648,2022-01-09,19494076
1627,648,2026-05-14,21684319
1628,648,2025-03-29,21105673
1629,649,2021-03-27,19059239
1630,649,2022-03-12,19869389
1631,649,2016-08-24,22268652
1632,650,2019-10-01,21851894
1633,650,2019-11-23,25424003
1634,651,2024-10-31,47852855
1635,651,2017-04-24,48299211
1636,652,2019-06-02,25019151
1637,652,2021-03-15,25469196
1638,653,2016-12-30,38168715
1639,653,2020-04-19,39773455
1640,653,2024-10-26,38518480
1641,654,2022-08-14,31910098
1642,654,2020-03-12,30131256
1643,655,2022-05-05,45969792
1644,655,2019-11-03,46124662
1645,655,2018-04-21,46279358
1646,656,2019-11-22,29675834
1647,656,2019-02-12,31224819
1648,657,2020-09-28,11114146
1649,657,2022-04-23,13053928
1650,658,2018-08-14,32739317
1651,658,2024-02-06,34182434
1652,659,2022-02-01,18949421
1653,659,2023-07-11,18394317
1654,659,2024-02-27,19327785
1655,660,2018-02-21,2073357
1656,660,2026-05-17,6158955
1657,661,2022-04-19,37991066
1658,661,2017-04-12,34351054
1659,661,2020-09-19,36047661
1660,662,2017-05-26,41254690
1661,662,2022-10-02,40839097
1662,662,2023-04-29,42356526
1663,663,2025-01-01,43237280
1664,663,2024-03-17,45367709
1665,664,2025-12-03,28086497
1666,664,2017-07-09,24297973
1667,665,2024-03-25,29566070
1668,665,2017-08-12,30940977
1669,666,2018-08-12,42034285
1670,666,2023-03-31,42866702
1671,667,2022-01-31,3567055
1672,667,2019-01-21,7079979
1673,667,2021-04-21,6892692
1674,668,2021-06-11,9893773
1675,668,2025-09-09,12613898
1676,669,2017-09-13,25362279
1677,669,2024-12-26,21928953
1678,669,2022-07-10,25377010
1679,670,2019-03-13,33247949
1680,670,2025-01-26,30795894
1681,671,2020-07-09,42201455
1682,671,2025-02-09,42285091
1683,672,2025-01-10,15330849
1684,672,2019-05-09,18110785
1685,673,2016-07-16,30005417
1686,673,2017-09-23,33676399
1687,674,2022-01-20,8089363
1688,674,2018-07-12,8736628
1689,675,2021-03-06,19453187
1690,675,2026-06-18,19773467
1691,675,2024-05-31,21273717
1692,676,2023-12-27,23838277
1693,676,2024-12-03,21138431
1694,677,2023-07-06,43381842
1695,677,2021-01-13,41967276
1696,678,2026-03-30,9417385
1697,678,2017-12-28,11430306
1698,679,2020-08-29,8066167
1699,679,2023-04-12,7395639
1700,680,2017-12-01,4072756
1701,680,2023-06-02,7895786
1702,680,2022-06-18,8202642
1703,681,2023-12-19,3071003
1704,681,2023-07-08,6275144
1705,682,2022-05-14,4856597
1706,682,2018-10-25,8962188
1707,683,2025-02-12,29982808
1708,683,2019-04-22,34073654
1709,683,2018-10-01,30249337
1710,684,2023-01-20,19988121
1711,684,2018-04-27,18813582
1712,685,2026-02-16,22512415
1713,685,2022-01-18,21941513
1714,686,2021-01-17,11967302
1715,686,2026-01-22,14462492
1716,686,2016-11-16,12718012
1717,687,2018-09-14,37825293
1718,687,2026-01-17,34692378
1719,688,2021-08-29,19344344
1720,688,2026-01-12,15778398
1721,689,2020-12-15,34078809
1722,689,2026-05-07,34970944
1723,689,2021-07-08,39331866
1724,690,2019-09-13,10895317
1725,690,2020-10-29,13382268
1726,691,2021-11-30,12629337
1727,691,2024-04-07,10706377
1728,692,2024-08-23,21188368
1729,692,2023-06-09,21753165
1730,693,2023-03-12,45921677
1731,693,2017-10-12,44992248
1732,693,2020-07-08,45083338
1733,694,2025-09-12,34265489
1734,694,2025-08-04,35538058
1735,695,2023-11-27,29010226
1736,695,2022-04-24,28661822
1737,695,2022-04-04,28425227
1738,696,2016-10-02,8862020
1739,696,2017-01-19,6671325
1740,697,2026-05-21,27455327
1741,697,2018-01-04,32196645
1742,698,2022-09-22,23124485
1743,698,2022-05-16,19001021
1744,699,2023-04-14,4852183
1745,699,2024-01-08,7050020
1746,699,2025-03-30,8058900
1747,700,2019-08-31,7896760
1748,700,2018-11-19,8810281
1749,700,2020-01-07,7525655
1750,701,2026-01-27,32876937
1751,701,2022-09-04,31535651
1752,702,2019-09-04,24160108
1753,702,2022-12-31,27750233
1754,703,2016-09-24,6053556
1755,703,2018-06-19,11592279
1756,703,2026-04-29,9137190
1757,704,2021-04-26,37206128
1758,704,2017-12-14,37988219
1759,705,2019-02-05,40346623
1760,705,2024-04-17,39985820
1761,705,2016-12-29,41993335
1762,706,2023-07-15,5172996
1763,706,2022-12-27,6292185
1764,707,2018-04-12,33823824
1765,707,2026-01-12,33873125
1766,707,2022-01-15,33887190
1767,708,2020-05-19,12319485
1768,708,2023-06-12,16697272
1769,708,2017-01-21,12928628
1770,709,2025-07-04,30544152
1771,709,2024-11-08,32874359
1772,710,2025-07-28,25843339
1773,710,2017-03-07,29208731
1774,710,2023-12-06,30102534
1775,711,2018-10-13,9037000
1776,711,2016-06-26,9658207
1777,712,2018-11-08,4513334
1778,712,2016-12-19,7413992
1779,713,2020-04-10,18833688
1780,713,2020-02-15,23714000
1781,714,2025-11-03,1374259
1782,714,2025-10-25,5569502
1783,715,2018-03-06,20091106
1784,715,2017-08-10,20996560
1785,716,2019-02-28,5474263
1786,716,2016-08-31,3458182
1787,717,2026-04-21,12113993
1788,717,2023-09-26,11452780
1789,718,2023-03-18,15217147
1790,718,2024-08-01,12358296
1791,719,2023-10-07,20163263
1792,719,2020-03-19,23044533
1793,720,2024-01-03,15850906
1794,720,2019-04-06,14742800
1795,720,2016-10-08,17433947
1796,721,2019-11-12,3154924
1797,721,2024-01-09,4304301
1798,721,2020-04-11,8320539
1799,722,2021-06-30,42595234
1800,722,2020-09-23,45092071
1801,722,2025-01-13,43736425
1802,723,2020-04-12,20438307
1803,723,2022-11-10,18575781
1804,724,2022-08-16,16708538
1805,724,2023-08-18,18668988
1806,724,2024-09-09,16587430
1807,725,2016-06-27,5176913
1808,725,2024-04-19,2904095
1809,726,2018-03-09,38509871
