price_history_id,property_id,change_date,new_price
931,442,2016-06-10,8443570
932,443,2015-01-01,5370059
933,443,2023-09-07,5007562
934,444,2015-01-01,3001062
935,444,2021-08-26,2761506
936,444,2022-11-04,3058053
937,445,2015-01-01,17178112
938,446,2015-01-01,3516960
939,446,2025-05-06,4157232
940,446,2026-02-26,4616604
941,447,2015-01-01,17444884
942,447,2015-03-14,15670334
943,448,2015-01-01,17502734
944,449,2015-01-01,6515733
945,450,2015-01-01,10882719
946,451,2015-01-01,19226610
947,451,2017-02-15,18564830
948,452,2015-01-01,19538393
949,452,2023-06-08,20933113
950,453,2015-01-01,2086557
951,453,2020-11-02,2558116
952,454,2015-01-01,15254970
953,454,2018-09-06,13014708
954,454,2019-09-09,14105414
955,454,2022-12-25,16539848
956,455,2015-01-01,7280733
957,456,2015-01-01,7045932
958,456,2015-08-13,8793046
959,456,2024-07-03,10934845
960,457,2015-01-01,19441282
961,458,2015-01-01,9930212
962,459,2015-01-01,14338580
963,460,2015-01-01,3598192
964,461,2015-01-01,19333040
965,462,2015-01-01,3397560
966,462,2025-06-04,4088675
967,463,2015-01-01,1648499
968,463,2015-04-22,1932847
969,463,2021-02-20,1705068
970,463,2025-09-03,2079399
971,464,2015-01-01,15953472
972,464,2015-12-18,13811480
973,464,2019-01-12,13631562
974,465,2015-01-01,1361727
975,465,2017-04-18,1316084
976,465,2018-01-07,1223055
977,465,2020-12-27,1129980
978,466,2015-01-01,16396048
979,467,2015-01-01,10383932
980,467,2024-05-11,9756230
981,468,2015-01-01,4796095
982,468,2017-05-08,4921886
983,468,2017-11-12,5292408
984,469,2015-01-01,15884788
985,469,2019-12-29,15037594
986,470,2015-01-01,19629656
987,471,2015-01-01,8458895
988,471,2015-09-14,7300064
989,471,2020-12-28,7366344
990,471,2026-06-07,9000576
991,472,2015-01-01,9727828
992,473,2015-01-01,12737140
993,473,2020-01-31,13948432
994,474,2015-01-01,19456336
995,474,2022-03-21,21976949
996,475,2015-01-01,8347877
997,475,2023-09-09,7846558
998,475,2025-07-27,8119672
999,476,2015-01-01,6301723
1000,476,2016-08-30,6599810
1001,476,2018-04-06,7037821
1002,476,2025-05-08,6227082
1003,477,2015-01-01,4955159
1004,477,2017-12-28,4652316
1005,477,2023-01-28,5168197
1006,478,2015-01-01,11014828
1007,478,2016-08-27,11844078
1008,478,2020-04-27,12101037
1009,478,2024-03-09,10893056
1010,479,2015-01-01,15443407
1011,479,2018-05-01,15922538
1012,479,2020-08-18,17647787
1013,480,2015-01-01,6759466
1014,480,2015-03-28,6194927
1015,481,2015-01-01,11191232
1016,481,2019-09-03,10432059
1017,482,2015-01-01,17416572
1018,483,2015-01-01,13537101
1019,484,2015-01-01,1019144
1020,484,2020-09-25,1088907
1021,485,2015-01-01,11111716
1022,485,2016-06-30,11305930
1023,485,2022-05-07,11849345
1024,486,2015-01-01,13193275
1025,486,2016-08-09,15681460
1026,486,2021-01-22,13465358
1027,487,2015-01-01,2496354
1028,487,2023-05-15,2786038
1029,488,2015-01-01,4465593
1030,488,2020-12-29,5300488
1031,489,2015-01-01,6763220
1032,489,2015-04-12,6197554
1033,490,2015-01-01,3609002
1034,490,2021-09-12,4188794
1035,490,2022-04-29,5142995
1036,490,2023-04-03,6186234
1037,491,2015-01-01,8992551
1038,491,2018-11-07,8649009
1039,492,2015-01-01,19193679
1040,492,2019-10-29,16580227
1041,493,2015-01-01,8555470
1042,494,2015-01-01,6263933
1043,494,2016-12-08,5806486
1044,495,2015-01-01,7921942
1045,496,2015-01-01,6629518
1046,497,2015-01-01,3256054
1047,498,2015-01-01,13557395
1048,498,2015-06-19,15891222
1049,498,2018-08-01,15694504
1050,498,2023-02-21,19451300
1051,499,2015-01-01,4809169
1052,499,2018-01-14,5490888
1053,500,2015-01-01,12329473
1054,501,2015-01-01,2120390
1055,502,2015-01-01,14583509
1056,502,2024-01-23,17139469
1057,503,2015-01-01,19799277
1058,504,2015-01-01,7984396
1059,504,2019-05-02,9198193
1060,505,2015-01-01,9241077
1061,506,2015-01-01,6442569
1062,507,2015-01-01,9264113
1063,507,2020-01-10,8479299
1064,508,2015-01-01,15319512
1065,509,2015-01-01,19032273
1066,510,2015-01-01,19935794
1067,510,2017-07-24,21238524
1068,510,2025-05-24,23533214
1069,511,2015-01-01,5108701
1070,512,2015-01-01,10041771
1071,512,2017-02-23,8898880
1072,512,2024-11-19,10695399
1073,513,2015-01-01,2930460
1074,513,2020-12-24,2881626
1075,514,2015-01-01,14180912
1076,514,2016-07-01,17014631
1077,515,2015-01-01,5492847
1078,515,2023-10-26,4927972
1079,515,2024-08-27,4667236
1080,515,2025-06-17,4893901
1081,516,2015-01-01,7646727
1082,517,2015-01-01,16427849
1083,517,2019-07-07,16406133
1084,518,2015-01-01,6370491
1085,519,2015-01-01,1499540
1086,519,2019-08-14,1631678
1087,520,2015-01-01,9999355
1088,520,2018-01-19,10764734
1089,521,2015-01-01,16036973
1090,521,2017-12-09,19956304
1091,522,2015-01-01,4281251
1092,522,2016-03-13,3948703
1093,523,2015-01-01,15976636
1094,524,2015-01-01,8686649
1095,525,2015-01-01,13494900
1096,526,2015-01-01,14448021
1097,527,2015-01-01,15212053
1098,527,2020-01-28,14597908
1099,527,2024-12-13,14268006
1100,528,2015-01-01,18069003
1101,528,2017-11-23,18239876
1102,529,2015-01-01,13854539
1103,530,2015-01-01,5760267
1104,530,2020-05-13,6947702
1105,530,2025-07-22,7088666
1106,531,2015-01-01,16051473
1107,531,2017-02-02,15111297
1108,531,2018-11-30,12871860
1109,532,2015-01-01,6312981
1110,532,2023-10-29,7586585
1111,533,2015-01-01,10012039
1112,533,2018-06-25,9060609
1113,534,2015-01-01,3049653
1114,535,2015-01-01,4553237
1115,536,2015-01-01,8726636
1116,536,2019-08-09,8655516
1117,536,2024-09-10,8457460
1118,537,2015-01-01,10090089
1119,538,2015-01-01,5683326
1120,539,2015-01-01,4525479
1121,540,2015-01-01,2656561
1122,540,2024-02-28,2727349
1123,541,2015-01-01,16468441
1124,541,2025-10-14,15717007
1125,542,2015-01-01,5256373
1126,542,2016-04-26,6026429
1127,543,2015-01-01,5405438
1128,544,2015-01-01,4134799
1129,544,2021-10-20,3905345
1130,545,2015-01-01,9535319
1131,545,2015-10-06,10681105
1132,546,2015-01-01,19109347
1133,546,2019-04-03,20758107
1134,546,2020-04-17,23755193
1135,547,2015-01-01,1249096
1136,547,2017-11-03,1332901
1137,548,2015-01-01,17530194
1138,549,2015-01-01,17532580
1139,549,2022-11-22,20720106
1140,550,2015-01-01,7652980
1141,550,2016-08-24,9200803
1142,550,2018-10-05,10608723
1143,550,2021-05-08,11516455
1144,551,2015-01-01,19729749
1145,551,2022-05-16,17522187
1146,552,2015-01-01,2917964
1147,553,2015-01-01,16678977
1148,553,2015-05-03,18617155
1149,553,2022-03-09,22973829
1150,554,2015-01-01,10225358
1151,555,2015-01-01,18440430
1152,555,2018-10-02,19387944
1153,556,2015-01-01,13055344
1154,556,2019-01-25,13866889
1155,556,2022-03-06,16388124
1156,557,2015-01-01,19169250
1157,558,2015-01-01,11758859
1158,558,2025-02-24,13337375
1159,559,2015-01-01,17033178
1160,560,2015-01-01,6768043
1161,561,2015-01-01,18042812
1162,562,2015-01-01,17181793
1163,563,2015-01-01,6646598
1164,563,2017-12-24,8106131
1165,564,2015-01-01,11699908
1166,564,2018-10-25,10320035
1167,564,2021-01-15,11189403
1168,565,2015-01-01,6663082
1169,565,2015-07-02,6123674
1170,566,2015-01-01,12756233
1171,567,2015-01-01,4566485
1172,567,2019-10-10,4525694
1173,568,2015-01-01,14614207
1174,569,2015-01-01,11062159
1175,569,2018-08-02,11847442
1176,570,2015-01-01,7331820
1177,570,2020-04-10,6970953
1178,571,2015-01-01,7049196
1179,571,2018-06-03,6247391
1180,572,2015-01-01,6688384
1181,572,2017-08-04,6342417
1182,572,2022-08-25,6084983
1183,573,2015-01-01,10646010
1184,573,2016-05-13,9794342
1185,574,2015-01-01,1384019
1186,574,2015-07-14,1511616
1187,574,2020-03-26,1680992
1188,575,2015-01-01,14234505
1189,576,2015-01-01,15877499
1190,577,2015-01-01,14754275
1191,577,2021-02-23,14089011
1192,578,2015-01-01,12498806
1193,578,2017-09-11,10887037
1194,578,2019-01-07,11782876
1195,579,2015-01-01,15438759
1196,580,2015-01-01,3239869
1197,580,2018-04-14,3123285
1198,581,2015-01-01,2319968
1199,582,2015-01-01,8771183
1200,582,2017-01-09,7630586
1201,583,2015-01-01,3832067
1202,583,2025-07-11,3633735
1203,584,2015-01-01,7737468
1204,584,2023-12-19,7126630
1205,585,2015-01-01,6379517
1206,586,2015-01-01,16558531
1207,587,2015-01-01,8455552
1208,587,2025-07-23,7206798
1209,588,2015-01-01,2569572
1210,588,2019-02-27,2205995
1211,589,2015-01-01,18746154
1212,590,2015-01-01,17302539
1213,590,2018-04-17,16924449
1214,591,2015-01-01,10428345
1215,591,2025-12-10,12716194
1216,592,2015-01-01,15025259
1217,592,2021-02-27,13101382
1218,592,2023-09-08,16248944
1219,593,2015-01-01,5355335
1220,593,2019-06-10,5019852
1221,594,2015-01-01,18640288
1222,594,2015-03-06,18483624
1223,594,2017-03-03,15819951
1224,595,2015-01-01,11924129
1225,596,2015-01-01,6820491
1226,597,2015-01-01,15215645
1227,598,2015-01-01,15281125
1228,598,2019-03-08,18229707
1229,599,2015-01-01,4735418
1230,600,2015-01-01,7651407
1231,600,2016-03-28,6854639
1232,600,2017-11-06,7589220
1233,601,2015-01-01,9689766
1234,602,2015-01-01,4125712
1235,602,2018-07-29,4001396
1236,602,2019-11-12,4903616
1237,602,2024-07-09,5571324
1238,603,2015-01-01,14055674
1239,603,2016-03-22,17006961
1240,604,2015-01-01,10653792
1241,605,2015-01-01,7597720
1242,605,2018-01-03,7867961
1243,606,2015-01-01,14031249
1244,606,2016-03-08,14601528
1245,607,2015-01-01,15100352
1246,607,2022-07-11,17377798
1247,607,2023-10-14,17704429
1248,608,2015-01-01,7993691
1249,608,2015-05-17,8727208
1250,608,2016-02-23,8046697
1251,609,2015-01-01,2510046
1252,609,2020-04-22,3017074
1253,609,2022-09-23,3540659
1254,610,2015-01-01,16884046
1255,610,2017-07-21,16648890
1256,611,2015-01-01,18166348
1257,611,2022-05-09,15585075
1258,612,2015-01-01,3903889
1259,612,2015-11-30,4090361
1260,612,2022-10-23,4483846
1261,613,2015-01-01,7334594
1262,614,2015-01-01,7132143
1263,615,2015-01-01,6660635
1264,616,2015-01-01,8354885
1265,616,2016-12-11,7992646
1266,617,2015-01-01,9969740
1267,618,2015-01-01,17650053
1268,619,2015-01-01,10015010
1269,619,2021-08-15,11641066
1270,620,2015-01-01,7589104
1271,620,2024-05-26,7630756
1272,621,2015-01-01,9574111
1273,621,2017-09-13,11051800
1274,622,2015-01-01,1361725
1275,623,2015-01-01,10845605
1276,623,2020-12-18,10822712
1277,623,2024-03-27,10175057
1278,624,2015-01-01,5590765
1279,624,2018-03-26,6021969
1280,625,2015-01-01,10424566
1281,625,2026-04-13,9582080
1282,626,2015-01-01,18304614
1283,626,2023-02-23,20728861
1284,627,2015-01-01,3121286
1285,627,2022-09-26,3875704
1286,628,2015-01-01,1107807
1287,628,2016-07-18,1042285
1288,629,2015-01-01,12315096
1289,629,2020-06-12,12009446
1290,630,2015-01-01,9989799
1291,631,2015-01-01,14113569
1292,631,2016-07-21,13320137
1293,631,2020-01-29,15479223
1294,632,2015-01-01,1536986
1295,632,2016-03-16,1326419
1296,632,2020-08-14,1541836
1297,633,2015-01-01,17003973
1298,633,2018-09-10,16234374
1299,634,2015-01-01,15339186
1300,635,2015-01-01,17399015
1301,635,2022-06-05,19209145
1302,635,2026-06-04,21990930
1303,636,2015-01-01,10851581
1304,637,2015-01-01,17951324
1305,637,2015-01-19,19010813
1306,637,2017-03-26,18256519
1307,637,2024-07-26,18855598
1308,638,2015-01-01,14293571
1309,638,2021-10-11,12620390
1310,638,2022-10-25,14525775
1311,639,2015-01-01,12791118
1312,639,2018-03-26,12184344
1313,639,2020-08-04,12374877
1314,640,2015-01-01,16681792
1315,641,2015-01-01,14009034
1316,641,2017-11-23,14172279
1317,641,2025-06-11,17288005
1318,642,2015-01-01,3252964
1319,642,2025-06-19,3151386
1320,643,2015-01-01,3923527
1321,643,2015-01-09,4616384
1322,644,2015-01-01,2126021
1323,644,2017-03-16,1933958
1324,644,2024-02-07,2011608
1325,644,2026-02-20,2269719
1326,645,2015-01-01,4690871
1327,646,2015-01-01,18348419
1328,646,2023-09-07,15897141
1329,647,2015-01-01,16247873
1330,647,2021-10-30,19254560
1331,648,2015-01-01,13920427
1332,649,2015-01-01,8925150
1333,649,2016-11-01,10274271
1334,650,2015-01-01,15374875
1335,651,2015-01-01,2224903
1336,652,2015-01-01,9320782
1337,652,2021-06-30,11333499
1338,653,2015-01-01,18085784
1339,654,2015-01-01,1907639
1340,654,2015-07-07,2113368
1341,655,2015-01-01,8079661
1342,656,2015-01-01,14574496
1343,656,2019-08-14,17002364
1344,657,2015-01-01,5034677
1345,657,2024-07-02,4552635
1346,658,2015-01-01,7154219
1347,658,2021-12-10,8621842
1348,659,2015-01-01,16950934
1349,659,2018-09-27,18763823
1350,659,2023-08-05,21774302
1351,659,2023-10-07,23858611
1352,660,2015-01-01,18176538
1353,660,2015-05-19,20154455
1354,661,2015-01-01,15458870
1355,661,2022-12-20,16246538
1356,662,2015-01-01,12055862
1357,662,2017-10-24,14145568
1358,663,2015-01-01,2566684
1359,663,2019-10-30,2953154
1360,664,2015-01-01,14915359
1361,665,2015-01-01,6676066
1362,665,2018-09-11,7526862
1363,666,2015-01-01,17901871
1364,666,2022-05-06,22287195
1365,666,2024-06-04,19158700
1366,667,2015-01-01,11566713
1367,667,2021-05-15,12782052
1368,667,2026-02-01,15201236
1369,668,2015-01-01,11156366
1370,668,2021-01-07,10103200
1371,669,2015-01-01,4957686
1372,669,2025-08-28,4330405
1373,670,2015-01-01,19825191
1374,670,2017-09-24,22403725
1375,671,2015-01-01,3608840
1376,671,2025-01-30,3647054
1377,672,2015-01-01,15857295
1378,673,2015-01-01,14111533
1379,674,2015-01-01,3053271
1380,674,2017-01-17,3086513
1381,674,2018-09-04,2824602
1382,675,2015-01-01,1497613
1383,675,2019-10-02,1838173
1384,676,2015-01-01,6949581
1385,676,2021-05-12,7321995
1386,676,2026-05-01,8026985
1387,677,2015-01-01,19002213
1388,677,2019-03-10,19880404
1389,677,2021-03-28,21366283
1390,677,2022-09-05,21739590
1391,678,2015-01-01,11833322
1392,678,2016-05-18,13700451
1393,678,2021-01-12,15879453
1394,678,2021-05-01,14979916
1395,679,2015-01-01,4034562
1396,679,2015-02-26,4905091
1397,680,2015-01-01,1203870
1398,680,2023-01-08,1419294
1399,681,2015-01-01,11333455
1400,681,2015-01-01,10411436
1401,682,2015-01-01,10795771
1402,683,2015-01-01,7920495
1403,683,2017-03-28,8605961
1404,683,2018-10-24,9679858
1405,684,2015-01-01,8865746
1406,684,2019-07-24,7844759
1407,684,2021-03-05,9087628
1408,684,2021-04-07,11205558
1409,685,2015-01-01,11149775
1410,685,2021-01-04,12330463
1411,686,2015-01-01,1646851
1412,687,2015-01-01,13039079
1413,687,2016-11-02,14267338
1414,687,2020-06-30,14515856
1415,688,2015-01-01,1898723
1416,688,2016-10-09,2068707
1417,688,2023-04-25,1810953
1418,688,2024-09-19,1785584
1419,689,2015-01-01,19072693
1420,689,2025-06-03,16226984
1421,690,2015-01-01,9672597
1422,690,2015-02-12,10274240
1423,690,2015-10-23,12672617
1424,690,2026-06-16,12148246
1425,691,2015-01-01,19837833
1426,691,2021-03-23,22753987
1427,691,2025-04-28,21870550
1428,691,2026-04-21,25469127
1429,692,2015-01-01,2822122
1430,692,2019-11-13,3282477
1431,693,2015-01-01,3528148
1432,693,2023-06-20,3759280
1433,694,2015-01-01,14901107
1434,694,2025-10-12,17792114
1435,695,2015-01-01,1187246
1436,695,2017-05-09,1188150
1437,696,2015-01-01,10095912
1438,696,2023-02-13,11318732
1439,697,2015-01-01,12533994
1440,697,2020-05-12,13299590
1441,697,2025-11-03,15899380
1442,698,2015-01-01,2738288
1443,699,2015-01-01,9475773
1444,699,2016-04-17,10256268
1445,699,2019-06-30,11682763
1446,700,2015-01-01,5761939
1447,700,2018-02-01,6405084
1448,700,2018-12-31,5682984
1449,700,2026-03-22,4833884
1450,701,2015-01-01,16058165
1451,701,2015-10-11,14384503
1452,701,2021-08-21,12539829
1453,702,2015-01-01,6237038
1454,702,2021-06-10,6045794
1455,703,2015-01-01,15974220
1456,703,2020-02-10,14878944
1457,703,2024-08-14,15701318
1458,704,2015-01-01,19099973
1459,705,2015-01-01,3200834
1460,705,2022-10-16,3235545
1461,706,2015-01-01,18739964
1462,707,2015-01-01,14912308
1463,707,2016-06-15,16560308
1464,708,2015-01-01,10931522
1465,708,2022-02-09,12975486
1466,708,2023-06-03,12722458
1467,709,2015-01-01,2013032
1468,709,2016-11-29,1726569
1469,710,2015-01-01,5942741
1470,710,2024-06-04,6619669
1471,711,2015-01-01,12370894
1472,711,2021-10-26,11425018
1473,711,2024-09-27,12667355
1474,711,2025-09-11,13966244
1475,712,2015-01-01,3980214
1476,713,2015-01-01,19113920
1477,714,2015-01-01,4769279
1478,714,2019-09-10,5741369
1479,714,2022-08-07,5764055
1480,715,2015-01-01,4696983
1481,716,2015-01-01,16846008
1482,716,2018-10-23,15211484
1483,717,2015-01-01,19705566
1484,718,2015-01-01,5478472
1485,718,2017-09-23,5182870
1486,718,2023-10-28,4654314
1487,719,2015-01-01,2906515
1488,719,2021-09-12,3405813
1489,720,2015-01-01,15135785
1490,721,2015-01-01,9877247
1491,722,2015-01-01,8326342
1492,722,2023-01-27,9058600
1493,723,2015-01-01,7170003
1494,723,2019-06-25,7052437
1495,724,2015-01-01,18512751
1496,724,2021-06-02,22215634
1497,725,2015-01-01,1196953
1498,726,2015-01-01,1367488
1499,726,2022-04-22,1323856
1500,726,2023-11-07,1475794
1501,727,2015-01-01,5785002
1502,728,2015-01-01,13547176
1503,729,2015-01-01,1623017
1504,729,2021-03-15,1989031
1505,730,2015-01-01,6241541
1506,730,2018-02-02,6450081
1507,730,2018-09-19,6124078
1508,730,2022-05-26,5652865
1509,731,2015-01-01,9934207
1510,731,2021-12-27,10053691
1511,732,2015-01-01,2972959
1512,733,2015-01-01,13640710
1513,733,2015-08-11,14043707
1514,734,2015-01-01,5424459
1515,734,2016-08-13,5247934
1516,734,2017-08-20,5248842
1517,734,2023-11-18,4740665
1518,735,2015-01-01,11346129
1519,736,2015-01-01,12907119
1520,737,2015-01-01,15257757
1521,738,2015-01-01,3656141
1522,738,2017-10-01,4299844
1523,739,2015-01-01,13321748
1524,739,2019-03-03,12806896
1525,739,2021-01-07,10969200
1526,740,2015-01-01,9156128
1527,740,2018-12-31,10811808
1528,740,2024-09-12,10366263
1529,741,2015-01-01,18113458
1530,741,2016-09-14,16257599
1531,742,2015-01-01,16158866
1532,742,2017-07-15,15342970
1533,742,2019-08-04,15308839
1534,742,2020-11-30,18762942
1535,743,2015-01-01,14423978
1536,743,2017-06-22,18024564
1537,744,2015-01-01,5267221
1538,745,2015-01-01,2289844
1539,745,2020-12-01,2685343
1540,746,2015-01-01,18748267
1541,746,2021-12-27,20325425
1542,747,2015-01-01,5340190
1543,747,2025-03-08,5202224
1544,748,2015-01-01,17260540
1545,748,2015-12-09,20576769
1546,748,2019-01-07,22976655
1547,748,2021-11-19,21130982
1548,749,2015-01-01,2694422
1549,749,2019-03-13,2490718
1550,749,2021-05-15,2639598
1551,749,2026-01-06,2438480
1552,750,2015-01-01,14781777
1553,750,2015-03-19,13326131
1554,751,2015-01-01,13879253
1555,751,2022-04-20,12200815
1556,752,2015-01-01,16223810
1557,752,2015-12-28,17484049
1558,752,2021-09-26,17716107
1559,752,2023-04-04,16399047
1560,753,2015-01-01,12567978
1561,753,2021-11-25,15635905
1562,754,2015-01-01,6178117
1563,754,2023-09-12,7073293
1564,755,2015-01-01,19393251
1565,756,2015-01-01,11758096
1566,756,2025-01-16,13450339
1567,756,2026-04-03,16087473
1568,757,2015-01-01,14415640
1569,757,2024-11-06,14928786
1570,758,2015-01-01,17623946
1571,758,2025-09-23,16300677
1572,759,2015-01-01,15556863
1573,760,2015-01-01,5074113
1574,761,2015-01-01,18622514
1575,762,2015-01-01,18557601
1576,762,2018-06-01,21767913
1577,762,2019-12-02,26297491
1578,762,2021-07-01,30905847
1579,763,2015-01-01,4209335
1580,763,2022-03-13,4593432
1581,764,2015-01-01,7361899
1582,764,2015-06-26,8022969
1583,764,2016-10-19,7316170
1584,764,2020-04-29,6587639
1585,765,2015-01-01,1330294
1586,766,2015-01-01,3231320
1587,767,2015-01-01,2666660
1588,767,2023-12-17,2968765
1589,768,2015-01-01,16650134
1590,768,2020-10-30,15130270
1591,768,2022-10-30,16594515
1592,768,2022-11-30,19063732
1593,769,2015-01-01,3259514
1594,769,2018-02-25,3168195
1595,769,2024-10-05,3519311
1596,769,2025-07-31,3310726
1597,770,2015-01-01,2132653
1598,770,2015-10-25,2436418
1599,770,2015-12-05,2620633
1600,771,2015-01-01,8305711
1601,771,2025-12-05,7115278
1602,772,2015-01-01,18333756
1603,772,2020-06-06,19218954
1604,772,2025-12-30,17506973
1605,773,2015-01-01,19238982
1606,773,2016-11-08,16608413
1607,774,2015-01-01,19124298
1608,774,2018-03-17,18758832
1609,775,2015-01-01,13876326
1610,776,2015-01-01,5544354
1611,777,2015-01-01,1381061
1612,777,2023-12-27,1709544
1613,778,2015-01-01,6077848
1614,779,2015-01-01,7128765
1615,780,2015-01-01,8788906
1616,781,2015-01-01,17256426
1617,781,2018-02-07,17623001
1618,781,2018-06-14,21622783
1619,781,2023-06-23,19264212
1620,782,2015-01-01,9758336
1621,782,2017-12-15,10716374
1622,783,2015-01-01,5197738
1623,783,2016-12-31,5599803
1624,783,2021-08-12,6947709
1625,783,2024-08-28,8064311
1626,784,2015-01-01,2139348
1627,784,2017-02-09,2552076
1628,785,2015-01-01,14498888
1629,785,2025-06-16,17423874
1630,786,2015-01-01,3858000
1631,786,2020-12-05,3841789
1632,787,2015-01-01,1093219
1633,787,2019-07-26,1107864
1634,788,2015-01-01,4372355
1635,788,2023-06-08,4469619
1636,788,2024-08-22,4394896
1637,788,2026-03-31,4579994
1638,789,2015-01-01,10743525
1639,789,2017-02-16,9160907
1640,789,2020-08-29,8695198
1641,790,2015-01-01,11313076
1642,790,2015-03-31,10161477
1643,791,2015-01-01,6481680
1644,791,2015-08-22,8009710
1645,792,2015-01-01,7515303
1646,792,2022-04-26,8247812
1647,793,2015-01-01,14579619
1648,794,2015-01-01,2739119
1649,794,2015-04-05,2871547
1650,795,2015-01-01,6689431
1651,796,2015-01-01,12731027
1652,797,2015-01-01,15060773
1653,798,2015-01-01,7017606
1654,798,2015-03-28,6376513
1655,798,2020-03-29,6270729
1656,798,2021-07-16,6890311
1657,799,2015-01-01,3381782
1658,799,2020-09-17,3572022
1659,800,2015-01-01,7488629
1660,801,2015-01-01,2352739
1661,802,2015-01-01,7168931
1662,802,2024-11-30,8536143
1663,802,2026-01-24,8315940
1664,803,2015-01-01,16050973
1665,804,2015-01-01,1002866
1666,804,2022-07-18,1050354
1667,804,2026-05-30,903587
1668,805,2015-01-01,18936357
1669,805,2020-02-14,17070525
1670,806,2015-01-01,8566278
1671,806,2022-11-13,7506420
1672,807,2015-01-01,1172411
1673,807,2022-07-18,1217167
1674,808,2015-01-01,11782809
1675,809,2015-01-01,3392177
1676,809,2018-10-15,3738009
1677,809,2022-01-29,4638804
1678,810,2015-01-01,19702003
1679,810,2025-05-19,24430391
1680,810,2026-05-30,21643649
1681,811,2015-01-01,9015894
1682,811,2019-11-03,8263819
1683,811,2023-09-18,8803323
1684,811,2025-01-07,8705124
1685,812,2015-01-01,9992069
1686,812,2015-04-13,9262990
1687,813,2015-01-01,9582996
1688,814,2015-01-01,3462041
1689,814,2022-11-21,3432984
1690,815,2015-01-01,1048842
1691,815,2018-01-30,1119999
1692,816,2015-01-01,3652602
1693,816,2023-05-13,4284882
1694,816,2024-05-21,4192261
1695,817,2015-01-01,16162970
1696,818,2015-01-01,14166779
1697,818,2015-01-07,13452072
1698,819,2015-01-01,4924967
1699,819,2016-04-11,4278596
1700,819,2018-11-23,4478657
1701,819,2022-07-01,4653852
1702,820,2015-01-01,2697130
1703,821,2015-01-01,9248684
1704,821,2019-05-13,10825249
1705,821,2023-12-15,12305383
1706,822,2015-01-01,11701622
1707,822,2016-09-30,10495089
1708,822,2023-01-28,10080706
1709,823,2015-01-01,1616562
1710,823,2018-05-14,1534857
1711,823,2022-05-29,1871370
1712,823,2022-11-04,2123513
1713,824,2015-01-01,6020122
1714,825,2015-01-01,19106899
1715,826,2015-01-01,8013081
1716,826,2024-01-02,8072878
1717,827,2015-01-01,6379400
1718,827,2015-01-20,7306749
1719,827,2022-10-14,6327368
1720,828,2015-01-01,18238304
1721,828,2026-03-02,21490322
1722,829,2015-01-01,19612070
1723,829,2018-12-16,24111233
1724,830,2015-01-01,1706044
1725,830,2021-07-25,1814670
1726,831,2015-01-01,1417671
1727,832,2015-01-01,11794324
1728,833,2015-01-01,12339590
1729,834,2015-01-01,13822374
1730,835,2015-01-01,15674338
1731,835,2015-06-16,14618806
1732,835,2025-04-14,13617263
1733,836,2015-01-01,8943340
1734,836,2020-02-23,9095461
1735,837,2015-01-01,7713823
1736,838,2015-01-01,7371096
1737,838,2016-08-05,7646547
1738,839,2015-01-01,9846528
1739,839,2022-12-20,10351211
1740,839,2023-12-18,10898702
1741,840,2015-01-01,2792536
1742,840,2015-08-01,3312429
1743,840,2025-10-09,3461331
1744,841,2015-01-01,17964755
1745,841,2020-06-05,19618368
1746,841,2024-04-12,20465629
1747,842,2015-01-01,2428080
1748,842,2020-07-23,2103714
1749,843,2015-01-01,4942124
1750,843,2016-10-29,5416832
1751,844,2015-01-01,19147961
1752,844,2018-04-18,22574103
1753,844,2020-07-01,24869451
1754,845,2015-01-01,10467299
1755,845,2018-04-25,9227387
1756,845,2019-06-08,8580333
1757,846,2015-01-01,5874097
1758,846,2025-12-06,5882490
1759,846,2025-12-25,5226588
1760,847,2015-01-01,19022550
1761,848,2015-01-01,12358287
1762,848,2025-10-30,12199657
1763,849,2015-01-01,14399650
1764,850,2015-01-01,5003207
1765,851,2015-01-01,14531760
1766,852,2015-01-01,16261288
1767,852,2018-10-28,18194662
1768,852,2021-02-05,16622149
1769,853,2015-01-01,1606981
1770,853,2016-07-07,1752007
1771,854,2015-01-01,16783459
1772,854,2021-02-26,17461838
1773,855,2015-01-01,10148173
1774,855,2015-05-05,9756518
1775,856,2015-01-01,17114438
1776,856,2022-02-02,21109495
1777,856,2024-11-07,18421877
1778,857,2015-01-01,18845004
1779,857,2022-09-27,21135890
1780,858,2015-01-01,5616641
1781,858,2015-06-04,6785800
1782,858,2019-10-17,5984880
1783,858,2022-12-05,6884323
1784,859,2015-01-01,10706473
1785,859,2018-01-24,9414967
1786,860,2015-01-01,12373559
1787,860,2020-04-12,13371259
1788,860,2022-03-15,13618491
1789,861,2015-01-01,17304688
1790,861,2020-10-16,21615646
1791,861,2022-09-29,19516944
1792,862,2015-01-01,14671591
1793,863,2015-01-01,11962798
1794,863,2024-05-29,12925650
1795,863,2025-03-16,15758172
1796,864,2015-01-01,13190395
1797,865,2015-01-01,1456656
1798,866,2015-01-01,13897226
1799,867,2015-01-01,18938889
1800,867,2016-07-18,17080907
1801,868,2015-01-01,17312883
1802,868,2016-10-19,20998560
1803,868,2022-10-12,17898648
1804,869,2015-01-01,14027897
1805,869,2015-03-06,12195397
1806,870,2015-01-01,2739253
1807,870,2023-12-18,2373869
1808,871,2015-01-01,14281171
